"input","output","label"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" When the price of plastics took off in 1987 Quantum Chemical Corp. went along for the ride """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP When ) ) ( VP ( VBD took ) ( NN price ) ( NN plastics ) ) ) ( S-TPC-2 ( NP-SBJ ( PRP Quantum ) ( NN Chemical ) ( NN Corp. ) ) ( VP ( VBD went ) ( NN for ) ( NN the ) ( NN ride ) ) ) ) """""" ##","( S ( SBAR-TMP ( WHADVP-1 ( WRB When ) ) ( S ( NP-SBJ ( NP ( DT the ) ( NN price ) ) ( PP ( IN of ) ( NP ( NNS plastics ) ) ) ) ( VP ( VBD took ) ( PRT ( RP off ) ) ( PP-TMP ( IN in ) ( NP ( CD 1987 ) ) ) ) ) ) ( NP-SBJ ( NNP Quantum ) ( NNP Chemical ) ( NNP Corp. ) ) ( VP ( VBD went ) ( ADVP-CLR ( RB along ) ) ( PP-PRP ( IN for ) ( NP ( DT the ) ( NN ride ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The company outpaced much of the chemical industry as annual profit grew fivefold in two years """""" >>> Output: """"""","( S ( NP-SBJ ( DT The ) ( NN company ) ) ( VP ( VBD outpaced ) ( NN much ) ( NN of ) ( NN the ) ( NN chemical ) ( NN industry ) ( ADJP-PRD ( JJ as ) ( JJ annual ) ( JJ profit ) ( JJ grew ) ( JJ fivefold ) ( JJ in ) ( JJ two ) ( JJ years ) ) ) ) """""" ##","( S ( NP-SBJ ( DT The ) ( NN company ) ) ( VP ( VBD outpaced ) ( NP ( NP ( JJ much ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ chemical ) ( NN industry ) ) ) ) ( SBAR-TMP ( IN as ) ( S ( NP-SBJ ( JJ annual ) ( NN profit ) ) ( VP ( VBD grew ) ( ADVP ( JJ fivefold ) ) ( PP-TMP ( IN in ) ( NP ( CD two ) ( NNS years ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Mr. Stookey said of the boom It 's going to last a whole lot longer than anybody thinks """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP Mr. ) ) ( VP ( VBD said ) ( ADJP-PRD ( VBN of ) ( NP-SBJ ( NN boom ) ) ) ) ( ADVP-TMP ( RB It ) ) ( VP ( VBD 's ) ( ADJP-PRD ( VBN going ) ( NN to ) ( ADJP-PRD ( VBN last ) ( NN longer ) ( ADJP-PRD ( VBN than ) ( NN anybody ) ( NN thinks ) ) ) ) ) ) ) """""" ##","( S ( NP-SBJ ( NNP Mr. ) ( NNP Stookey ) ) ( VP ( VBD said ) ( PP-CLR ( IN of ) ( NP ( DT the ) ( NN boom ) ) ) ( SBAR ( S ( NP-SBJ-1 ( PRP It ) ) ( VP ( VBZ 's ) ( VP ( VBG going ) ( S ( VP ( TO to ) ( VP ( VB last ) ( ADVP-TMP ( ADVP ( NP ( DT a ) ( JJ whole ) ( NN lot ) ) ( RBR longer ) ) ( SBAR ( IN than ) ( S ( NP-SBJ ( NN anybody ) ) ( VP ( VBZ thinks ) ) ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" But now prices have nose-dived and Quantum 's profit is plummeting """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP But ) ) ( VP ( VBD have ) ( VBD nose-dived ) ) ) ( NP-SBJ ( PRP prices ) ) ( ADJP-PRD ( JJ plummeting ) ) ) """""" ##","( S ( CC But ) ( ADVP-TMP ( RB now ) ) ( S ( NP-SBJ ( NNS prices ) ) ( VP ( VBP have ) ( VP ( VBN nose-dived ) ) ) ) ( CC and ) ( S ( NP-SBJ ( NP ( NNP Quantum ) ( POS 's ) ) ( NN profit ) ) ( VP ( VBZ is ) ( VP ( VBG plummeting ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" The stock having lost nearly a quarter of its value since Sept. 1 closed at 34.375 share down 1.125 in New York Stock Exchange composite trading Friday """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( DT The ) ( NN stock ) ) ( VP ( VBD having ) ( ADJP-PRD ( VBN lost ) ) ( NN nearly ) ( DT a ) ( NN quarter ) ( DT of ) ( NN its ) ( NN value ) ( DT since ) ( DT Sept. ) ( DT 1 ) ( DT closed ) ( NP-SBJ ( DT at ) ( NN 34.375 ) ( NN share ) ( DT down ) ( NN 1.125 ) ( NN in ) ( NNP New ) ( NNP York ) ( NNP Stock ) ( NNP Exchange ) ( NNP composite ) ( NNP trading ) ( DT Friday ) ) ) ) ) """""" ##","( S ( NP-SBJ-1 ( DT The ) ( NN stock ) ) ( S-ADV ( VP ( VBG having ) ( VP ( VBN lost ) ( NP ( NP ( QP ( RB nearly ) ( DT a ) ) ( NN quarter ) ) ( PP ( IN of ) ( NP ( PRP$ its ) ( NN value ) ) ) ) ( PP-TMP ( IN since ) ( NP ( NNP Sept. ) ( CD 1 ) ) ) ) ) ) ( VP ( VBD closed ) ( PP-CLR ( IN at ) ( NP ( NP ( CD 34.375 ) ) ( NP-ADV ( NN share ) ) ) ) ( ADVP ( RB down ) ( NP ( CD 1.125 ) ) ) ( PP-LOC ( IN in ) ( NP ( NNP New ) ( NNP York ) ( NNP Stock ) ( NNP Exchange ) ( JJ composite ) ( NN trading ) ) ) ( NP-TMP ( NNP Friday ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" To a degree Quantum represents the new times that have arrived for producers of the so-called commodity plastics that pervade modern life """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( JJ To ) ( NN a ) ( DT degree ) ) ( VP ( VBD represents ) ( NN the ) ( NN new ) ( NN times ) ) ( NP-SBJ ( JJ that ) ( NN have ) ( NN arrived ) ( NN for ) ( NN producers ) ( NN of ) ( NN the ) ( NN so-called ) ( NN commodity ) ( NN plastics ) ( NN that ) ( NN pervade ) ( NN modern ) ( NN life ) ) ) ) """""" ##","( S ( PP ( TO To ) ( NP ( DT a ) ( NN degree ) ) ) ( NP-SBJ ( NNP Quantum ) ) ( VP ( VBZ represents ) ( NP ( NP ( DT the ) ( JJ new ) ( NNS times ) ) ( SBAR ( WHNP-1 ( WDT that ) ) ( S ( VP ( VBP have ) ( VP ( VBN arrived ) ) ) ) ) ( PP ( IN for ) ( NP ( NP ( NNS producers ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( JJ so-called ) ( NN commodity ) ( NNS plastics ) ) ( SBAR ( WHNP-2 ( WDT that ) ) ( S ( VP ( VBP pervade ) ( NP ( JJ modern ) ( NN life ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Having just passed through one of the most profitable periods in their history these producers now see their prices eroding """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP Having ) ) ( VP ( VBD just ) ( ADJP-PRD ( VBN passed ) ) ( NP-SBJ ( PRP through ) ) ( NP-SBJ ( PRP one ) ) ( NP-SBJ ( PRP of ) ) ( NP-SBJ ( PRP the ) ) ( NP-SBJ ( PRP most ) ) ( NP-SBJ ( PRP profitable ) ) ( NP-SBJ ( PRP periods ) ) ( NP-SBJ ( PRP in ) ) ( NP-SBJ ( PRP their ) ) ( NP-SBJ ( PRP history ) ) ) ( VP ( VBD see ) ( NP-SBJ ( PRP their ) ) ( NP-SBJ ( PRP prices ) ) ( NP-SBJ ( PRP eroding ) ) ) ) ) """""" ##","( S ( S-ADV ( VP ( VBG Having ) ( ADVP ( RB just ) ) ( VP ( VBN passed ) ( PP-DIR ( IN through ) ( NP ( NP ( CD one ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( ADJP ( RBS most ) ( JJ profitable ) ) ( NNS periods ) ) ( PP-LOC ( IN in ) ( NP ( PRP$ their ) ( NN history ) ) ) ) ) ) ) ) ) ) ( NP-SBJ-1 ( DT these ) ( NNS producers ) ) ( ADVP-TMP ( RB now ) ) ( VP ( VBP see ) ( S ( NP-SBJ ( PRP$ their ) ( NNS prices ) ) ( VP ( VBG eroding ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" Pricing cycles to be sure are nothing new for plastics producers """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP Pricing ) ) ( VP ( VBD cycles ) ( VBN to ) ( VBD be ) ( VBD sure ) ( VBD are ) ( VBD nothing ) ( VBD new ) ( VBD for ) ( NN plastics ) ( NN producers ) ) ) ) """""" ##","( S ( NP-SBJ ( NN Pricing ) ( NNS cycles ) ) ( S-ADV ( VP ( TO to ) ( VP ( VB be ) ( ADJP-PRD ( JJ sure ) ) ) ) ) ( VP ( VBP are ) ( NP-PRD ( NP ( NN nothing ) ) ( ADJP ( JJ new ) ) ) ( PP ( IN for ) ( NP ( NNS plastics ) ( NNS producers ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" And the financial decline of some looks steep only in comparison with the heady period that is just behind them """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP And ) ) ( VP ( VBD looks ) ( ADJP-PRD ( VBN steep ) ) ) ) ( NP-SBJ ( PRP some ) ) ( ADVP-TMP ( RB of ) ) ( NP-SBJ ( PRP the ) ) ( ADVP-TMP ( RB heady ) ) ( NP-SBJ ( PRP period ) ) ( ADVP-TMP ( RB that ) ) ( NP-SBJ ( PRP is ) ) ( ADVP-TMP ( RB just ) ) ( NP-SBJ ( PRP behind ) ) ( ADVP-TMP ( RB them ) ) ) """""" ##","( S ( CC And ) ( NP-SBJ ( NP ( DT the ) ( JJ financial ) ( NN decline ) ) ( PP ( IN of ) ( NP ( DT some ) ) ) ) ( VP ( VBZ looks ) ( ADJP-PRD ( JJ steep ) ) ( PP ( ADVP ( RB only ) ) ( IN in ) ( NP ( NP ( NN comparison ) ) ( PP ( IN with ) ( NP ( NP ( DT the ) ( JJ heady ) ( NN period ) ) ( SBAR ( WHNP-1 ( WDT that ) ) ( S ( VP ( VBZ is ) ( ADVP ( RB just ) ) ( PP-LOC-PRD ( IN behind ) ( NP ( PRP them ) ) ) ) ) ) ) ) ) ) ) )"
"

Perform constituency parsing on the provided sentences in accordance with the Penn TreeBank annotation guidelines.
Input: """""" Ad Notes """""" >>> Output: """""" ( NP-HLN ( NN Ad ) ( NNS Notes ) ) """""" ##
Input: """""" The market crumbled """""" >>> Output: """""" ( S ( NP-SBJ ( DT The ) ( NN market ) ) ( VP ( VBD crumbled ) ) ) """""" ##
Input: """""" I felt betrayed he later said. """""" >>> Output: """""" ( S ( S-TPC-1 ( NP-SBJ ( PRP I ) ) ( VP ( VBD felt ) ( ADJP-PRD ( VBN betrayed ) ) ) ) ( NP-SBJ ( PRP he ) ) ( ADVP-TMP ( RB later ) ) ( VP ( VBD said ) ) ) """""" ##
Input: """""" We were all wonderful heroes last year says an executive at one of Quantum 's competitors """""" >>> Output: """"""","( S ( S-TPC-1 ( NP-SBJ ( PRP We ) ) ( VP ( VBD were ) ( ADJP-PRD ( JJ wonderful ) ) ) ) ( NP-SBJ ( PRP all ) ) ( ADVP-TMP ( RB last ) ) ( S-TPC-1 ( NP-SBJ ( PRP heroes ) ) ( VP ( VBD says ) ( NP-SBJ ( PRP an ) ( NNP executive ) ( NNP at ) ( NNP one ) ( NNP of ) ( NNP Quantum ) ( NNP spring ) ( NNP competitors ) ) ) ) ) """""" ##","( SINV ( S-TPC-1 ( NP-SBJ ( PRP We ) ) ( VP ( VBD were ) ( DT all ) ( NP-PRD ( JJ wonderful ) ( NNS heroes ) ) ( NP-TMP ( JJ last ) ( NN year ) ) ) ) ( VP ( VBZ says ) ) ( NP-SBJ ( NP ( DT an ) ( NN executive ) ) ( PP-LOC ( IN at ) ( NP ( NP ( CD one ) ) ( PP ( IN of ) ( NP ( NP ( NNP Quantum ) ( POS 's ) ) ( NNS competitors ) ) ) ) ) ) )"
